,name,school,draft_pick,season,recs,recYDS,recTDS,rushAttempts,rushYards,rushTDS,YPG,TDPG,RPG,YPG_diff,RPG_diff,TDPG_diff,second_last_TDPG,second_last_RPG,second_last_YPG,age,nfl_games,nfl_recs,nfl_recYDS,nfl_recTDS,Yards_percentage,Receptions_Percentage,TD_Percentage,nfl_YPG,nfl_TDPG,nfl_RPG,conference_ACC,conference_Big 12,conference_Big Ten,conference_Other,conference_SEC
222,Mike Strachan,Charleston (WV),229.0,2020.0,54.0,684.0,6.0,2.0,21.0,1.0,57.0,0.5,4.5,-27.83333333333333,-1.5,-0.3333333333333333,0.8333333333333334,6.0,84.83333333333333,24,6.0,2.0,26.0,0.0,0.1891174518911745,0.0149303251493032,0.1923076923076923,4.333333333333333,0.0,0.3333333333333333,0,0,0,1,0
223,Tre Nixon,Central Florida,242.0,2020.0,19.0,260.0,2.0,0.0,0.0,0.0,65.0,0.5,4.75,1.1538461538461533,0.9807692307692308,-0.0384615384615384,0.5384615384615384,3.769230769230769,63.84615384615385,23,,,,,0.1818690542809177,0.0132904308897593,0.15625,,,,0,0,0,1,0
224,Ben Skowronek,Notre Dame,249.0,2020.0,29.0,439.0,5.0,2.0,17.0,1.0,39.90909090909091,0.4545454545454545,2.636363636363636,-7.0909090909090935,-1.3636363636363638,0.4545454545454545,0.0,4.0,47.0,24,14.0,11.0,133.0,0.0,0.1681090602741824,0.0111051543233514,0.3496503496503496,9.5,0.0,0.7857142857142857,0,0,0,1,0
225,Kawaan Baker,South Alabama,255.0,2020.0,51.0,659.0,8.0,13.0,42.0,0.0,59.90909090909091,0.7272727272727273,4.636363636363637,12.07575757575757,1.7196969696969702,0.4772727272727273,0.25,2.9166666666666665,47.833333333333336,23,,,,,0.2423506913798176,0.0187555163283318,0.4545454545454545,,,,0,0,0,1,0
226,Dax Milne,BYU,258.0,2020.0,70.0,1188.0,8.0,11.0,67.0,0.0,99.0,0.6666666666666666,5.833333333333333,77.07692307692308,4.217948717948717,0.5128205128205128,0.1538461538461538,1.6153846153846154,21.923076923076923,22,13.0,9.0,83.0,0.0,0.2981029810298102,0.0175649904647194,0.2380952380952381,6.384615384615385,0.0,0.6923076923076923,0,1,0,0,0
227,Drake London,USC,8.0,2021.0,88.0,1084.0,7.0,1.0,2.0,0.0,135.5,0.875,11.0,51.83333333333333,5.5,0.375,0.5,5.5,83.66666666666667,21,17.0,72.0,866.0,4.0,0.4542406972846128,0.0368756285618504,0.4861111111111111,50.94117647058823,0.2352941176470588,4.235294117647059,0,0,1,0,0
228,Garrett Wilson,Ohio St.,10.0,2021.0,70.0,1058.0,12.0,4.0,76.0,1.0,96.1818181818182,1.0909090909090908,6.363636363636363,5.806818181818187,0.9886363636363632,0.3409090909090908,0.75,5.375,90.375,22,17.0,83.0,1103.0,4.0,0.2525119931263276,0.0167068426454091,0.3116883116883117,64.88235294117646,0.2352941176470588,4.882352941176471,0,0,0,1,0
229,Chris Olave,Ohio St.,11.0,2021.0,65.0,936.0,13.0,0.0,0.0,0.0,78.0,1.0833333333333333,5.416666666666667,-26.14285714285714,-1.7261904761904765,0.0833333333333332,1.0,7.142857142857143,104.14285714285714,22,15.0,72.0,1042.0,4.0,0.204778156996587,0.0142207053469852,0.3095238095238095,69.46666666666667,0.2666666666666666,4.8,0,0,0,1,0
230,Jameson Williams,Alabama,12.0,2021.0,79.0,1572.0,15.0,3.0,23.0,0.0,104.8,1.0,5.266666666666667,85.55,4.141666666666667,0.75,0.25,1.125,19.25,21,6.0,1.0,41.0,1.0,0.3098758131283264,0.0155726394638281,0.3125,6.833333333333333,0.1666666666666666,0.1666666666666666,0,0,0,0,1
231,Jahan Dotson,Penn St.,16.0,2021.0,91.0,1182.0,12.0,6.0,18.0,1.0,98.5,1.0,7.583333333333333,0.2777777777777714,1.805555555555556,0.1111111111111111,0.8888888888888888,5.777777777777778,98.22222222222224,22,12.0,35.0,523.0,7.0,0.366852886405959,0.0282433271260086,0.5263157894736842,43.583333333333336,0.5833333333333334,2.9166666666666665,0,0,0,1,0
232,Treylon Burks,Arkansas,18.0,2021.0,66.0,1104.0,11.0,14.0,112.0,1.0,92.0,0.9166666666666666,5.5,0.8888888888888857,-0.1666666666666669,0.1388888888888888,0.7777777777777778,5.666666666666667,91.11111111111111,22,11.0,33.0,444.0,1.0,0.4301075268817204,0.0257129499766245,0.5392156862745098,40.36363636363637,0.0909090909090909,3.0,0,0,0,0,1
233,Christian Watson,,,,,,,,,,,,,,,,,,,23,14.0,41.0,611.0,7.0,,,,43.642857142857146,0.5,2.9285714285714284,0,0,0,1,0
234,Wan'Dale Robinson,Kentucky,43.0,2021.0,104.0,1334.0,7.0,7.0,111.0,0.0,102.6153846153846,0.5384615384615384,8.0,44.99038461538461,1.625,0.4134615384615384,0.125,6.375,57.625,21,6.0,23.0,227.0,1.0,0.4548554282596835,0.0354609929078014,0.2991452991452991,37.833333333333336,0.1666666666666666,3.8333333333333335,0,0,0,0,1
235,John Metchie,Alabama,44.0,2021.0,96.0,1142.0,8.0,1.0,8.0,0.0,87.84615384615384,0.6153846153846154,7.384615384615385,17.384615384615373,3.153846153846154,0.1538461538461538,0.4615384615384615,4.230769230769231,70.46153846153847,22,16.0,16.0,158.0,0.0,0.2597461674930628,0.0218350543601874,0.1923076923076923,9.875,0.0,1.0,0,0,0,0,1
236,Tyquan Thornton,Baylor,50.0,2021.0,62.0,948.0,10.0,1.0,-11.0,0.0,67.71428571428571,0.7142857142857143,4.428571428571429,41.38095238095238,1.7619047619047623,0.5476190476190477,0.1666666666666666,2.6666666666666665,26.33333333333333,21,13.0,22.0,247.0,2.0,0.3334036716606879,0.0218048814799184,0.4201680672268907,19.0,0.1538461538461538,1.6923076923076923,0,1,0,0,0
237,George Pickens,Georgia,52.0,2021.0,5.0,107.0,0.0,0.0,0.0,0.0,26.75,0.0,1.25,-37.375,-3.25,-0.75,0.75,4.5,64.125,21,17.0,52.0,801.0,4.0,0.1061929337038507,0.0049622866216752,0.0,47.11764705882353,0.2352941176470588,3.0588235294117645,0,0,0,0,1
238,Alec Pierce,Cincinnati,53.0,2021.0,52.0,884.0,7.0,0.0,0.0,0.0,63.142857142857146,0.5,3.7142857142857135,10.642857142857146,0.8809523809523809,0.0,0.5,2.833333333333333,52.5,22,16.0,41.0,593.0,2.0,0.2617863065624259,0.0153991945036721,0.238095238095238,37.0625,0.125,2.5625,0,1,0,0,0
239,Skyy Moore,Western Michigan,54.0,2021.0,95.0,1292.0,9.0,1.0,10.0,0.0,107.66666666666669,0.75,7.916666666666667,30.06666666666668,2.916666666666667,0.15,0.6,5.0,77.6,21,16.0,22.0,250.0,0.0,0.424553101997897,0.0312171398527865,0.4166666666666666,15.625,0.0,1.375,0,0,0,1,0
240,Velus Jones Jr.,Tennessee,71.0,2021.0,62.0,807.0,7.0,1.0,15.0,0.0,62.07692307692308,0.5384615384615384,4.769230769230769,34.07692307692308,2.569230769230769,0.2384615384615384,0.3,2.2,28.0,25,,,,,0.2414504981599497,0.0185501002303802,0.2153846153846153,,,,0,0,0,0,1
241,Jalen Tolbert,South Alabama,88.0,2021.0,82.0,1474.0,8.0,0.0,0.0,0.0,122.83333333333331,0.6666666666666666,6.833333333333333,24.19696969696969,1.0151515151515147,-0.0606060606060606,0.7272727272727273,5.818181818181818,98.63636363636364,23,8.0,2.0,12.0,0.0,0.4798177083333332,0.0266927083333333,0.3703703703703703,1.5,0.0,0.25,0,0,0,1,0
242,David Bell,Purdue,99.0,2021.0,93.0,1286.0,6.0,3.0,39.0,0.0,116.9090909090909,0.5454545454545454,8.454545454545455,12.742424242424237,-0.3787878787878789,-0.7878787878787878,1.3333333333333333,8.833333333333334,104.16666666666669,21,16.0,24.0,214.0,0.0,0.3289507341279992,0.0237888166982145,0.202020202020202,13.375,0.0,1.5,0,0,1,0,0
243,Danny Gray,SMU,105.0,2021.0,49.0,803.0,9.0,3.0,40.0,0.0,80.3,0.9,4.9,24.3,0.7750000000000004,0.4,0.5,4.125,56.0,23,,,,,0.2637110016420361,0.0160919540229885,0.2727272727272727,,,,1,0,0,0,0
244,Erik Ezukanma,Texas Tech,125.0,2021.0,48.0,705.0,4.0,10.0,138.0,2.0,64.0909090909091,0.3636363636363636,4.363636363636363,-10.709090909090904,-0.2363636363636363,-0.2363636363636363,0.6,4.6,74.8,22,,,,,0.2491870493425703,0.0169659267637494,0.2597402597402597,,,,0,1,0,0,0
245,Romeo Doubs,Nevada,132.0,2021.0,80.0,1109.0,11.0,1.0,4.0,0.0,100.8181818181818,1.0,7.272727272727272,-10.515151515151516,0.8282828282828278,0.0,1.0,6.444444444444445,111.33333333333331,22,13.0,42.0,425.0,3.0,0.2912136967596239,0.0210073000367627,0.3448275862068966,32.69230769230769,0.2307692307692307,3.230769230769231,0,0,0,1,0
246,Calvin Austin III,Memphis,138.0,2021.0,74.0,1149.0,8.0,1.0,69.0,1.0,95.75,0.6666666666666666,6.166666666666667,0.0227272727272662,0.4393939393939394,-0.3333333333333333,1.0,5.727272727272728,95.72727272727272,23,17.0,17.0,180.0,1.0,0.3204484605087014,0.0206381079875055,0.303030303030303,10.588235294117649,0.0588235294117647,1.0,0,0,0,1,0
247,Khalil Shakir,Boise St.,148.0,2021.0,77.0,1117.0,7.0,21.0,130.0,0.0,93.08333333333331,0.5833333333333334,6.416666666666667,-9.63095238095238,-1.011904761904762,-0.2738095238095237,0.8571428571428571,7.428571428571429,102.71428571428572,22,14.0,10.0,161.0,1.0,0.357188539268355,0.024622665643387,0.3431372549019608,11.5,0.0714285714285714,0.7142857142857143,0,0,0,1,0
248,Montrell Washington,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,0,0,0,1,0
249,Kyle Philips,UCLA,163.0,2021.0,59.0,739.0,10.0,0.0,0.0,0.0,67.18181818181819,0.9090909090909092,5.363636363636363,14.324675324675333,-0.0649350649350655,0.6233766233766234,0.2857142857142857,5.428571428571429,52.85714285714285,23,4.0,8.0,78.0,0.0,0.2970018487259867,0.0237119202636444,0.4784688995215311,19.5,0.0,2.0,0,0,1,0,0
250,Jalen Nailor,Michigan St.,191.0,2021.0,37.0,694.0,6.0,1.0,-3.0,0.0,77.11111111111111,0.6666666666666666,4.111111111111111,3.539682539682545,0.3968253968253963,0.0952380952380952,0.5714285714285714,3.7142857142857135,73.57142857142857,23,15.0,9.0,179.0,1.0,0.3046665788664999,0.0162430308617586,0.3174603174603174,11.933333333333334,0.0666666666666666,0.6,0,0,1,0,0
251,Michael Woods II,,,,,,,,,,,,,,,,,,,22,10.0,5.0,45.0,0.0,,,,4.5,0.0,0.5,0,0,0,1,0
252,Bo Melton,Rutgers,229.0,2021.0,55.0,618.0,3.0,9.0,51.0,0.0,56.18181818181818,0.2727272727272727,5.0,-14.707070707070706,-0.2222222222222223,-0.3939393939393939,0.6666666666666666,5.222222222222222,70.88888888888889,23,5.0,16.0,218.0,1.0,0.3262591067469116,0.0290360046457607,0.3896103896103896,43.6,0.2,3.2,0,0,1,0,0
253,Dareke Young,Lenoir-Rhyne,233.0,2021.0,55.0,618.0,3.0,9.0,51.0,0.0,56.18181818181818,0.2727272727272727,5.0,-14.707070707070706,-0.2222222222222223,-0.3939393939393939,0.6666666666666666,5.222222222222222,70.88888888888889,23,13.0,2.0,24.0,0.0,0.3262591067469116,0.0290360046457607,0.3896103896103896,1.8461538461538465,0.0,0.1538461538461538,0,0,0,1,0
254,Samori Toure,,,,,,,,,,,,,,,,,,,24,11.0,5.0,82.0,1.0,,,,7.454545454545454,0.0909090909090909,0.4545454545454545,0,0,0,1,0
255,Jaxon Smith-Njigba,Ohio St.,20.0,2022.0,5.0,43.0,0.0,0.0,0.0,0.0,14.333333333333334,0.0,1.6666666666666667,-109.2051282051282,-5.6410256410256405,-0.6923076923076923,0.6923076923076923,7.3076923076923075,123.53846153846152,21,17.0,63.0,628.0,4.0,0.0480500614593809,0.0055872164487652,0.0,36.94117647058823,0.2352941176470588,3.7058823529411766,0,0,0,1,0
256,Quentin Johnston,TCU,21.0,2022.0,60.0,1069.0,6.0,3.0,-7.0,0.0,76.35714285714286,0.4285714285714285,4.285714285714286,5.912698412698418,0.6190476190476191,-0.238095238095238,0.6666666666666666,3.6666666666666665,70.44444444444444,22,17.0,38.0,431.0,2.0,0.2917735684262241,0.0163764397619957,0.1948051948051947,25.352941176470587,0.1176470588235294,2.235294117647059,0,1,0,0,0
257,Zay Flowers,Boston Col.,22.0,2022.0,78.0,1077.0,12.0,12.0,40.0,0.0,89.75,1.0,6.5,27.583333333333336,2.833333333333333,0.5833333333333333,0.4166666666666667,3.6666666666666665,62.16666666666666,22,16.0,77.0,858.0,5.0,0.3632132739781465,0.0263051396195872,0.5555555555555556,53.625,0.3125,4.8125,0,0,0,1,0
258,Jordan Addison,USC,23.0,2022.0,59.0,875.0,8.0,4.0,33.0,0.0,79.54545454545455,0.7272727272727273,5.363636363636363,-34.240259740259745,-1.77922077922078,-0.4870129870129869,1.2142857142857142,7.142857142857143,113.78571428571428,21,17.0,70.0,911.0,10.0,0.2371659348403534,0.0159917601778066,0.2346041055718475,53.588235294117645,0.5882352941176471,4.117647058823529,0,0,1,0,0
259,Jonathan Mingo,Mississippi,39.0,2022.0,51.0,861.0,5.0,4.0,-7.0,1.0,66.23076923076923,0.3846153846153846,3.923076923076923,8.564102564102562,0.2564102564102564,-0.1153846153846153,0.5,3.6666666666666665,57.66666666666666,22,15.0,43.0,418.0,0.0,0.2761916982100468,0.0163597870019888,0.2262443438914027,27.866666666666667,0.0,2.8666666666666667,0,0,0,1,0
260,Jayden Reed,Michigan St.,50.0,2022.0,55.0,636.0,5.0,4.0,11.0,0.0,57.81818181818182,0.4545454545454545,5.0,-21.1048951048951,0.4615384615384617,-0.3146853146853147,0.7692307692307693,4.538461538461538,78.92307692307692,23,16.0,64.0,793.0,8.0,0.2409090909090909,0.0208333333333333,0.2392344497607655,49.5625,0.5,4.0,0,0,1,0,0
261,Rashee Rice,SMU,55.0,2022.0,96.0,1355.0,10.0,0.0,0.0,0.0,112.91666666666669,0.8333333333333334,8.0,57.083333333333336,2.666666666666667,0.0833333333333333,0.75,5.333333333333333,55.833333333333336,23,16.0,79.0,938.0,7.0,0.3565414166929798,0.0252604988948531,0.2976190476190476,58.625,0.4375,4.9375,1,0,0,0,0
262,Marvin Mims,Oklahoma,63.0,2022.0,54.0,1083.0,6.0,2.0,3.0,0.0,83.3076923076923,0.4615384615384615,4.153846153846154,29.07692307692308,1.6923076923076923,0.0769230769230769,0.3846153846153846,2.4615384615384617,54.23076923076923,21,16.0,22.0,377.0,1.0,0.3272101033295063,0.0163151852075654,0.2197802197802197,23.5625,0.0625,1.375,0,0,0,0,1
263,Tank Dell,Houston,69.0,2022.0,109.0,1398.0,17.0,4.0,9.0,0.0,107.53846153846152,1.3076923076923077,8.384615384615385,12.609890109890102,1.956043956043956,0.4505494505494506,0.8571428571428571,6.428571428571429,94.92857142857144,23,11.0,47.0,709.0,7.0,0.3424791768740812,0.026702596766291,0.4218362282878412,64.45454545454545,0.6363636363636364,4.2727272727272725,0,1,0,0,0
264,Jalin Hyatt,Tennessee,73.0,2022.0,67.0,1267.0,15.0,1.0,0.0,0.0,105.58333333333331,1.25,5.583333333333333,88.19871794871794,3.9679487179487176,1.0961538461538465,0.1538461538461538,1.6153846153846154,17.384615384615383,21,17.0,23.0,373.0,0.0,0.3237759378513747,0.0171215373607277,0.4310344827586207,21.94117647058824,0.0,1.3529411764705883,0,0,0,0,1
265,Cedric Tillman,Tennessee,74.0,2022.0,37.0,417.0,3.0,0.0,0.0,0.0,69.5,0.5,6.166666666666667,-13.65384615384616,1.2435897435897436,-0.4230769230769231,0.9230769230769232,4.923076923076923,83.15384615384616,23,14.0,21.0,224.0,0.0,0.2131248083409996,0.0189103546969232,0.1724137931034483,16.0,0.0,1.5,0,0,0,0,1
266,Josh Downs,North Carolina,79.0,2022.0,94.0,1029.0,11.0,0.0,0.0,0.0,93.54545454545456,1.0,8.545454545454545,-9.146853146853148,0.7762237762237758,0.3846153846153846,0.6153846153846154,7.769230769230769,102.6923076923077,22,17.0,68.0,771.0,2.0,0.302442465391059,0.0276283690444699,0.3703703703703703,45.35294117647059,0.1176470588235294,4.0,1,0,0,0,0
267,Michael Wilson,Stanford,94.0,2022.0,26.0,418.0,4.0,4.0,47.0,0.0,69.66666666666667,0.6666666666666666,4.333333333333333,23.41666666666667,-0.4166666666666669,0.6666666666666666,0.0,4.75,46.25,23,13.0,38.0,565.0,3.0,0.2739546467426924,0.0170402411849521,0.5128205128205128,43.46153846153846,0.2307692307692307,2.923076923076923,1,0,0,0,0
268,Tre Tucker,Cincinnati,100.0,2022.0,52.0,671.0,3.0,1.0,8.0,0.0,55.91666666666666,0.25,4.333333333333333,25.48809523809524,1.9047619047619049,0.1071428571428571,0.1428571428571428,2.4285714285714284,30.428571428571427,22,16.0,19.0,331.0,2.0,0.23039417662409,0.0178546902897953,0.1470588235294117,20.6875,0.125,1.1875,0,1,0,0,0
269,Derius Davis,TCU,125.0,2022.0,42.0,531.0,5.0,3.0,30.0,1.0,37.92857142857143,0.3571428571428571,3.0,-5.238095238095234,0.0,0.2738095238095238,0.0833333333333333,3.0,43.16666666666666,22,17.0,15.0,66.0,0.0,0.1449314918936623,0.011463507833397,0.1623376623376623,3.882352941176471,0.0,0.8823529411764706,0,1,0,0,0
270,Charlie Jones,Purdue,131.0,2022.0,110.0,1361.0,12.0,2.0,3.0,0.0,104.6923076923077,0.9230769230769232,8.461538461538462,81.62087912087912,6.961538461538462,0.7087912087912088,0.2142857142857142,1.5,23.071428571428573,24,11.0,7.0,64.0,0.0,0.3755104293124379,0.0303498510098223,0.4858299595141701,5.818181818181818,0.0,0.6363636363636364,0,0,1,0,0
271,Tyler Scott,Cincinnati,133.0,2022.0,54.0,899.0,9.0,0.0,0.0,0.0,81.72727272727273,0.8181818181818182,4.909090909090909,44.58441558441559,2.7662337662337664,0.4610389610389611,0.3571428571428571,2.142857142857143,37.142857142857146,21,17.0,17.0,168.0,0.0,0.3367419560250216,0.0202269917968311,0.4812834224598931,9.882352941176473,0.0,1.0,0,1,0,0,0
272,Justin Shorter,Florida,150.0,2022.0,29.0,577.0,2.0,0.0,0.0,0.0,64.11111111111111,0.2222222222222222,3.2222222222222223,21.803418803418808,0.0683760683760685,-0.0085470085470085,0.2307692307692307,3.1538461538461537,42.30769230769231,23,,,,,0.286466090755635,0.0143977757918776,0.1587301587301587,,,,0,0,0,0,1
273,Dontayvion Wicks,Virginia,159.0,2022.0,30.0,430.0,2.0,0.0,0.0,0.0,53.75,0.25,3.75,-46.5,-1.0,-0.5,0.75,4.75,100.25,22,15.0,39.0,581.0,4.0,0.2432126696832579,0.0169683257918552,0.3571428571428571,38.73333333333333,0.2666666666666666,2.6,1,0,0,0,0
274,Puka Nacua,BYU,177.0,2022.0,48.0,625.0,5.0,25.0,209.0,5.0,69.44444444444444,0.5555555555555556,5.333333333333333,2.3611111111111143,1.7499999999999996,0.0555555555555555,0.5,3.583333333333333,67.08333333333333,22,17.0,105.0,1486.0,6.0,0.2781115115916878,0.0213589640902416,0.2222222222222222,87.41176470588235,0.3529411764705882,6.176470588235294,0,1,0,0,0
275,Parker Washington,Penn St.,185.0,2022.0,46.0,611.0,2.0,2.0,8.0,0.0,61.1,0.2,4.6,-1.9769230769230788,-0.3230769230769237,-0.1076923076923077,0.3076923076923077,4.923076923076923,63.07692307692308,21,9.0,16.0,132.0,2.0,0.2419801980198019,0.0182178217821782,0.0909090909090909,14.666666666666666,0.2222222222222222,1.7777777777777777,0,0,0,1,0
276,Kayshon Boutte,LSU,187.0,2022.0,48.0,538.0,2.0,1.0,41.0,0.0,48.90909090909091,0.1818181818181818,4.363636363636363,-35.757575757575765,-1.9696969696969693,-1.318181818181818,1.5,6.333333333333333,84.66666666666667,21,5.0,2.0,19.0,0.0,0.1816156364986665,0.0162036255612193,0.1136363636363636,3.8,0.0,0.4,0,0,0,0,1
277,Trey Palmer,Nebraska,191.0,2022.0,71.0,1043.0,9.0,5.0,75.0,0.0,86.91666666666667,0.75,5.916666666666667,55.6439393939394,3.18939393939394,0.4772727272727273,0.2727272727272727,2.727272727272727,31.27272727272728,22,17.0,39.0,385.0,3.0,0.3936443236714976,0.026796497584541,0.5357142857142857,22.647058823529413,0.1764705882352941,2.294117647058824,0,0,1,0,0
278,A.T. Perry,Wake Forest,195.0,2022.0,81.0,1096.0,11.0,0.0,0.0,0.0,84.3076923076923,0.8461538461538461,6.230769230769231,-8.049450549450555,1.1593406593406597,-0.2252747252747252,1.0714285714285714,5.071428571428571,92.35714285714286,23,10.0,12.0,246.0,4.0,0.2703035982933386,0.0199768170271536,0.2564102564102564,24.6,0.4,1.2,1,0,0,0,0
279,Elijah Higgins,Stanford,197.0,2022.0,59.0,704.0,2.0,4.0,48.0,0.0,58.66666666666666,0.1666666666666666,4.916666666666667,8.666666666666664,0.4166666666666669,-0.2333333333333333,0.4,4.5,50.0,22,11.0,14.0,163.0,1.0,0.230698649888583,0.0193341198060034,0.1282051282051281,14.818181818181818,0.0909090909090909,1.2727272727272727,1,0,0,0,0
280,Xavier Hutchinson,Iowa St.,205.0,2022.0,107.0,1171.0,6.0,0.0,0.0,0.0,97.58333333333331,0.5,8.916666666666666,21.66025641025641,2.532051282051281,0.1153846153846153,0.3846153846153846,6.384615384615385,75.92307692307692,23,16.0,8.0,90.0,0.0,0.3727400050929462,0.0340590781767252,0.3125,5.625,0.0,0.5,0,0,0,1,0
281,Andrei Iosivas,Princeton,206.0,2022.0,107.0,1171.0,6.0,0.0,0.0,0.0,97.58333333333331,0.5,8.916666666666666,21.66025641025641,2.532051282051281,0.1153846153846153,0.3846153846153846,6.384615384615385,75.92307692307692,23,16.0,15.0,116.0,4.0,0.3727400050929462,0.0340590781767252,0.3125,7.25,0.25,0.9375,0,0,0,1,0
282,Demario Douglas,Liberty,210.0,2022.0,79.0,993.0,6.0,5.0,105.0,1.0,76.38461538461539,0.4615384615384615,6.076923076923077,17.967948717948723,1.7435897435897436,-0.0384615384615384,0.5,4.333333333333333,58.41666666666666,22,14.0,49.0,561.0,0.0,0.3524901494444642,0.0280430229668808,0.2884615384615384,40.07142857142857,0.0,3.5,0,0,0,1,0
283,Antoine Green,North Carolina,219.0,2022.0,43.0,798.0,7.0,0.0,0.0,0.0,88.66666666666667,0.7777777777777778,4.777777777777778,41.58974358974359,2.393162393162393,0.3931623931623931,0.3846153846153846,2.3846153846153846,47.07692307692308,23,9.0,1.0,2.0,0.0,0.2866688220713439,0.0154470668534684,0.2880658436213991,0.2222222222222222,0.0,0.1111111111111111,1,0,0,0,0
284,Colton Dowell,,,,,,,,,,,,,,,,,,,24,10.0,1.0,3.0,0.0,,,,0.3,0.0,0.1,0,0,0,1,0
285,Jalen Brooks,South Carolina,244.0,2022.0,33.0,504.0,1.0,4.0,51.0,1.0,42.0,0.0833333333333333,2.75,11.833333333333332,0.4166666666666665,-0.0833333333333333,0.1666666666666666,2.333333333333333,30.166666666666668,23,7.0,6.0,64.0,0.0,0.1615384615384615,0.010576923076923,0.0462962962962962,9.142857142857142,0.0,0.8571428571428571,0,0,0,0,1
286,Ronnie Bell,Michigan,253.0,2022.0,62.0,889.0,4.0,3.0,23.0,1.0,63.5,0.2857142857142857,4.428571428571429,-12.5,3.428571428571429,-0.7142857142857143,1.0,1.0,76.0,23,17.0,6.0,68.0,3.0,0.2887676216462028,0.0201390242317936,0.1680672268907563,4.0,0.1764705882352941,0.3529411764705882,0,0,1,0,0
287,Grant Dubose,Charlotte,256.0,2022.0,64.0,792.0,9.0,0.0,0.0,0.0,66.0,0.75,5.333333333333333,-8.333333333333329,0.166666666666666,0.25,0.5,5.166666666666667,74.33333333333333,22,3.0,2.0,11.0,0.0,0.2435424354243542,0.019680196801968,0.3260869565217391,3.6666666666666665,0.0,0.6666666666666666,0,0,0,1,0
288,Marvin Harrison Jr.,Ohio St.,4.0,2023.0,67.0,1211.0,14.0,2.0,26.0,1.0,100.91666666666669,1.1666666666666667,5.583333333333333,3.762820512820511,-0.3397435897435903,0.0897435897435898,1.0769230769230769,5.923076923076923,97.15384615384616,22,17.0,62.0,885.0,8.0,0.3750154837111359,0.0207481729220859,0.5833333333333334,52.05882352941177,0.4705882352941176,3.647058823529412,0,0,0,1,0
289,Malik Nabers,LSU,6.0,2023.0,89.0,1569.0,14.0,1.0,1.0,0.0,120.6923076923077,1.0769230769230769,6.846153846153846,48.04945054945056,1.7032967032967026,0.8626373626373626,0.2142857142857142,5.142857142857143,72.64285714285714,21,15.0,109.0,1204.0,7.0,0.3561295594343691,0.0202011031164173,0.3167420814479638,80.26666666666667,0.4666666666666667,7.266666666666667,0,0,0,0,1
290,Rome Odunze,Washington,9.0,2023.0,92.0,1640.0,13.0,2.0,37.0,1.0,109.33333333333331,0.8666666666666667,6.133333333333334,13.916666666666655,-0.1166666666666662,0.2833333333333333,0.5833333333333334,6.25,95.41666666666669,22,17.0,54.0,734.0,3.0,0.3181068761516826,0.0178450198816797,0.3466666666666667,43.1764705882353,0.1764705882352941,3.176470588235294,0,0,1,0,0
291,Brian Thomas,LSU,23.0,2023.0,68.0,1177.0,17.0,1.0,-6.0,0.0,90.53846153846152,1.3076923076923077,5.230769230769231,62.76923076923076,2.8461538461538463,0.9230769230769232,0.3846153846153846,2.3846153846153846,27.76923076923077,21,17.0,87.0,1282.0,10.0,0.2671539142474521,0.0154345506956896,0.3846153846153846,75.41176470588235,0.5882352941176471,5.117647058823529,0,0,0,0,1
292,Xavier Worthy,Texas,28.0,2023.0,75.0,1014.0,5.0,4.0,35.0,0.0,72.42857142857143,0.3571428571428571,5.357142857142857,13.96703296703297,0.7417582417582418,-0.3351648351648351,0.6923076923076923,4.615384615384615,58.46153846153846,21,17.0,59.0,638.0,6.0,0.2505312052181647,0.0185304145871423,0.1984126984126983,37.52941176470589,0.3529411764705882,3.4705882352941178,0,0,0,0,1
293,Ricky Pearsall,Florida,31.0,2023.0,65.0,965.0,4.0,3.0,62.0,2.0,80.41666666666667,0.3333333333333333,5.416666666666667,29.570512820512825,2.8782051282051286,-0.0512820512820513,0.3846153846153846,2.5384615384615383,50.84615384615385,23,11.0,31.0,400.0,3.0,0.3101298367399409,0.0208895744954364,0.196078431372549,36.36363636363637,0.2727272727272727,2.8181818181818183,0,0,0,0,1
294,Xavier Legette,South Carolina,32.0,2023.0,71.0,1255.0,7.0,9.0,-9.0,0.0,104.58333333333331,0.5833333333333334,5.916666666666667,91.73717948717947,4.532051282051283,0.3525641025641026,0.2307692307692307,1.3846153846153846,12.846153846153848,23,16.0,49.0,497.0,4.0,0.376199040767386,0.0212829736211031,0.324074074074074,31.0625,0.25,3.0625,0,0,0,0,1
295,Keon Coleman,Florida St.,33.0,2023.0,50.0,658.0,11.0,1.0,2.0,0.0,54.833333333333336,0.9166666666666666,4.166666666666667,-11.666666666666664,-0.6666666666666661,0.3333333333333332,0.5833333333333334,4.833333333333333,66.5,21,13.0,29.0,556.0,4.0,0.2181119066560594,0.0165738530893662,0.5092592592592592,42.76923076923077,0.3076923076923077,2.230769230769231,1,0,0,0,0
296,Ladd McConkey,Georgia,34.0,2023.0,30.0,478.0,2.0,2.0,38.0,1.0,53.11111111111112,0.2222222222222222,3.333333333333333,2.311111111111117,-0.5333333333333332,-0.2444444444444444,0.4666666666666667,3.866666666666666,50.8,22,16.0,82.0,1149.0,7.0,0.1739636787131055,0.0109182225133748,0.1058201058201058,71.8125,0.4375,5.125,0,0,0,0,1
